--- 2026-03-18_16-00-01 ---
sfang6 15.2242GB
root 0.918865GB
gdm 0.640007GB
pcp 0.040081GB
kbae2 0.0356293GB
polkitd 0.0294724GB
colord 0.0126991GB
dbus 0.00720596GB
daemon 0.00653076GB
rpc 0.00526428GB
avahi 0.00522232GB
chrony 0.00445175GB
rtkit 0.00354385GB
dnsmasq 0.00265503GB
libstor+ 0.00179672GB

