--- 2025-10-06_12-00-01 ---
kbae2 0.978706GB
root 0.5723GB
gdm 0.178802GB
pcp 0.0462379GB
sfang6 0.0361557GB
polkitd 0.0163994GB
dbus 0.00468445GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

