--- 2026-04-22_21-00-01 ---
sfang6 21.6636GB
jkim234 4.21449GB
root 1.04108GB
gdm 0.432053GB
pcp 0.0735321GB
polkitd 0.0421143GB
kbae2 0.0365448GB
colord 0.0111847GB
dbus 0.00740814GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

