--- 2025-11-14_12-00-01 ---
jkim234 6.85471GB
jhwang24 4.57027GB
iansari2 2.86675GB
root 0.735359GB
gdm 0.135372GB
kbae2 0.103161GB
pcp 0.0485687GB
polkitd 0.0244179GB
dbus 0.0038414GB
colord 0.00189209GB
avahi 0.00174713GB
chrony 0.00166702GB
daemon 0.00109863GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

