--- 2025-11-17_01-00-02 ---
iansari2 6.61642GB
kbae2 2.46951GB
root 0.730316GB
gdm 0.134048GB
polkitd 0.0252304GB
pcp 0.0236282GB
dbus 0.00448227GB
colord 0.00189209GB
avahi 0.00169754GB
chrony 0.00143433GB
daemon 0.00111771GB
rtkit 0.00102234GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
libstor+ 0.000144958GB

