--- 2025-11-12_08-00-03 ---
sfang6 10.1732GB
iansari2 4.60989GB
jkim234 3.84807GB
root 0.532604GB
gdm 0.140732GB
pcp 0.0387764GB
kbae2 0.0345993GB
polkitd 0.0256996GB
jhwang24 0.011528GB
dbus 0.00390244GB
colord 0.0018959GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

