--- 2025-10-29_02-00-02 ---
jhwang24 86.9053GB
libstor+ 4.95911e-05GB
iansari2 4.45164GB
dnsmasq 1.52588e-05GB
root 0.609863GB
gdm 0.100361GB
kbae2 0.0344734GB
sfang6 0.0336418GB
pcp 0.0271301GB
polkitd 0.0241165GB
dbus 0.00367355GB
chrony 0.00202179GB
avahi 0.000980377GB
daemon 0.000511169GB
rtkit 0.000152588GB
rpc 0.000102997GB
colord 0GB

