--- 2026-05-07_03-00-01 ---
jhwang24 50.2547GB
sfang6 14.3912GB
root 1.19146GB
gdm 0.424892GB
pcp 0.0434952GB
polkitd 0.0370026GB
kbae2 0.0367126GB
colord 0.0110931GB
dbus 0.00727463GB
daemon 0.00615311GB
avahi 0.00535965GB
rpc 0.00515366GB
chrony 0.00479507GB
rtkit 0.0035553GB
dnsmasq 0.00238037GB
libstor+ 0.00177765GB

