--- 2025-10-25_02-00-03 ---
libstor+ 4.95911e-05GB
jkim234 2.8693GB
dnsmasq 1.52588e-05GB
root 0.350273GB
gdm 0.122448GB
kbae2 0.0344124GB
pcp 0.0192795GB
polkitd 0.0178413GB
jhwang24 0.00722122GB
gsgatlin 0.00654221GB
dbus 0.00357056GB
avahi 0.00127411GB
chrony 0.00082016GB
daemon 0.00019455GB
rtkit 0.000144958GB
rpc 0.000125885GB
colord 0GB

