--- 2026-03-19_14-00-01 ---
sfang6 19.4296GB
jkim234 1.83175GB
root 0.789738GB
gdm 0.535847GB
pcp 0.0602074GB
kbae2 0.0352287GB
polkitd 0.0294609GB
colord 0.0120926GB
dbus 0.00749588GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

