--- 2025-10-21_19-00-03 ---
jhwang24 63.0359GB
jkim234 1.12246GB
root 0.683056GB
gdm 0.1661GB
pcp 0.0636635GB
polkitd 0.0365486GB
kbae2 0.0344048GB
dbus 0.00462341GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

