--- 2025-10-05_13-00-05 ---
sfang6 7.97629GB
kbae2 1.07501GB
root 0.587959GB
gdm 0.179047GB
pcp 0.048317GB
polkitd 0.0163994GB
dbus 0.00468445GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

