--- 2026-04-03_16-00-02 ---
sfang6 5.70124GB
root 0.836514GB
gdm 0.430664GB
pcp 0.0600662GB
polkitd 0.0377808GB
kbae2 0.035614GB
colord 0.011219GB
dbus 0.00733566GB
daemon 0.00616455GB
avahi 0.00539017GB
rpc 0.00516129GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00178146GB

