--- 2026-06-29_21-00-01 ---
sfang6 47.0435GB
libstor+ 9.15527e-05GB
kbae2 2.44713GB
jkim234 0.739719GB
root 0.529552GB
gdm 0.120682GB
pcp 0.0763359GB
polkitd 0.0143852GB
iansari2 0.0112152GB
dbus 0.0039978GB
avahi 0.00149918GB
chrony 0.00128555GB
daemon 0.000881195GB
rpc 0.000350952GB
rtkit 0.000255585GB
colord 0.000209808GB
dnsmasq 0.000106812GB

