--- 2026-07-21_04-00-01 ---
kbae2 33.5858GB
jhwang24 6.8482GB
sfang6 4.76644GB
rtkit 1.52588e-05GB
libstor+ 1.14441e-05GB
root 0.418701GB
gdm 0.144753GB
pcp 0.0286789GB
polkitd 0.0071106GB
iansari2 0.00600433GB
dbus 0.0033989GB
colord 0.00155258GB
chrony 0.000991821GB
avahi 0.000892639GB
daemon 0.000339508GB
rpc 0GB
dnsmasq 0GB

