--- 2025-11-14_21-00-03 ---
iansari2 5.25421GB
jhwang24 5.03857GB
jkim234 1.55463GB
root 0.723129GB
gdm 0.135456GB
kbae2 0.107521GB
pcp 0.0661926GB
polkitd 0.0246162GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00109863GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

