--- 2026-01-04_16-00-01 ---
root 0.923233GB
gdm 0.689133GB
kbae2 0.09795GB
pcp 0.0631523GB
sfang6 0.0405312GB
polkitd 0.0291901GB
colord 0.014801GB
dbus 0.00706482GB
daemon 0.0067749GB
rpc 0.00540543GB
avahi 0.0052681GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

