--- 2026-01-19_23-00-02 ---
sfang6 35.7544GB
jkim234 2.83821GB
root 1.13206GB
gdm 0.607967GB
pcp 0.0763512GB
polkitd 0.0361443GB
kbae2 0.0349083GB
colord 0.01437GB
dbus 0.00748444GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

