--- 2026-08-18_04-00-02 ---
kbae2 52.8186GB
jkim234 3.59031GB
libstor+ 1.14441e-05GB
root 0.497593GB
gdm 0.145317GB
pcp 0.025589GB
sfang6 0.0114708GB
polkitd 0.0102501GB
iansari2 0.00930023GB
jhwang24 0.00462723GB
dbus 0.00315094GB
chrony 0.00199509GB
avahi 0.00106049GB
colord 0.000679016GB
rtkit 0.000549316GB
daemon 0.000209808GB
dnsmasq 0.000156403GB
rpc 0GB

