--- 2025-11-13_11-00-02 ---
jkim234 7.13571GB
iansari2 4.10739GB
root 0.568077GB
gdm 0.139526GB
pcp 0.0454445GB
kbae2 0.035038GB
polkitd 0.0277824GB
jhwang24 0.0114517GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

