--- 2026-07-18_03-00-02 ---
jhwang24 6.0896GB
sfang6 4.24247GB
libstor+ 1.14441e-05GB
kbae2 1.05706GB
gdm 0.516148GB
root 0.471058GB
jkim234 0.243736GB
pcp 0.0269585GB
polkitd 0.0158844GB
iansari2 0.0157585GB
colord 0.00552368GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

