--- 2025-11-16_03-00-01 ---
iansari2 6.11523GB
jhwang24 5.01136GB
kbae2 2.04863GB
root 0.72438GB
gdm 0.135979GB
pcp 0.0276451GB
polkitd 0.025444GB
dbus 0.00469971GB
colord 0.00189209GB
avahi 0.00173187GB
chrony 0.00159454GB
daemon 0.00111008GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

