--- 2025-11-13_20-00-05 ---
jkim234 7.35915GB
kbae2 5.38409GB
iansari2 3.94972GB
jhwang24 1.42408GB
root 0.746254GB
gdm 0.139507GB
pcp 0.064537GB
polkitd 0.0258102GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

