--- 2025-11-04_22-00-01 ---
iansari2 2.78368GB
jkim234 1.54133GB
root 0.946304GB
gdm 0.690773GB
kbae2 0.10104GB
sfang6 0.0727196GB
pcp 0.0483398GB
polkitd 0.0303535GB
colord 0.013195GB
dbus 0.00710678GB
daemon 0.00686264GB
rpc 0.00537109GB
avahi 0.00494385GB
chrony 0.0043869GB
rtkit 0.00341797GB
dnsmasq 0.00260925GB
libstor+ 0.0018692GB

