--- 2025-10-03_11-00-07 ---
sfang6 12.2166GB
kbae2 1.21745GB
root 0.664532GB
gdm 0.18626GB
pcp 0.0435066GB
jhwang24 0.0382538GB
polkitd 0.0209007GB
dbus 0.00504303GB
avahi 0.00378036GB
colord 0.00362396GB
chrony 0.00279236GB
daemon 0.00257111GB
rtkit 0.00237656GB
rpc 0.00217819GB
dnsmasq 0.00178909GB
libstor+ 0.00166321GB

