--- 2026-08-28_13-00-02 ---
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 1.16101GB
jhwang24 0.645741GB
root 0.555408GB
gdm 0.14167GB
pcp 0.0440407GB
kbae2 0.0380859GB
iansari2 0.0276031GB
polkitd 0.0191193GB
tgu4 0.0169563GB
sfang6 0.015583GB
dbus 0.00391006GB
chrony 0.00255966GB
daemon 0.000431061GB
avahi 0.000354767GB
rtkit 0.000118256GB
rpc 0GB

