--- 2026-02-05_09-00-01 ---
sfang6 30.3837GB
root 0.616192GB
gdm 0.263218GB
pcp 0.0419083GB
kbae2 0.034523GB
polkitd 0.0187569GB
dbus 0.00632477GB
colord 0.00494766GB
chrony 0.00449753GB
daemon 0.00435638GB
avahi 0.00423431GB
rpc 0.0038414GB
rtkit 0.00321198GB
dnsmasq 0.00199509GB
libstor+ 0.0017395GB

