--- 2025-11-16_11-00-01 ---
iansari2 6.11436GB
jhwang24 5.01102GB
kbae2 2.23598GB
root 0.727959GB
gdm 0.136108GB
pcp 0.0446281GB
polkitd 0.025444GB
dbus 0.00469971GB
colord 0.00189209GB
avahi 0.00173187GB
chrony 0.00159454GB
daemon 0.00114822GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

