--- 2025-11-16_02-00-01 ---
iansari2 6.11521GB
jhwang24 5.01144GB
kbae2 2.03091GB
root 0.724316GB
gdm 0.135979GB
pcp 0.025959GB
polkitd 0.025444GB
dbus 0.00469971GB
colord 0.00189209GB
avahi 0.00173187GB
chrony 0.00159454GB
daemon 0.00111008GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

