--- 2026-09-25_05-00-02 ---
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 1.56662GB
root 0.517639GB
gdm 0.117649GB
pcp 0.107391GB
jhwang24 0.038414GB
iansari2 0.0232887GB
tgu4 0.0179558GB
polkitd 0.013504GB
sfang6 0.0117989GB
dbus 0.00331116GB
avahi 0.00114822GB
chrony 0.00100327GB
rtkit 0.000370026GB
daemon 0.000259399GB
rpc 0GB

