--- 2026-05-07_07-00-01 ---
jhwang24 61.919GB
sfang6 14.1467GB
root 1.17319GB
gdm 0.410664GB
pcp 0.0574036GB
kbae2 0.0364418GB
polkitd 0.0360718GB
colord 0.0108871GB
dbus 0.00707245GB
daemon 0.00601196GB
rpc 0.00510406GB
avahi 0.00510025GB
chrony 0.00469208GB
rtkit 0.00351334GB
dnsmasq 0.00226212GB
libstor+ 0.00175095GB

