--- 2025-10-05_15-00-02 ---
sfang6 11.021GB
kbae2 1.06935GB
root 0.587509GB
gdm 0.178749GB
pcp 0.049984GB
polkitd 0.0163994GB
dbus 0.00468445GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

