--- 2026-02-13_16-00-01 ---
kbae2 35.3489GB
sfang6 10.8568GB
root 0.822857GB
gdm 0.245693GB
pcp 0.0566711GB
polkitd 0.0213242GB
dbus 0.00608063GB
colord 0.00443649GB
avahi 0.00419617GB
chrony 0.00418854GB
daemon 0.00416565GB
rpc 0.00372314GB
rtkit 0.0031662GB
dnsmasq 0.00192642GB
libstor+ 0.00171661GB

