--- 2026-05-06_20-00-01 ---
jhwang24 23.8656GB
sfang6 15.2404GB
root 1.20016GB
gdm 0.427082GB
pcp 0.0771561GB
kbae2 0.0371284GB
polkitd 0.0367126GB
colord 0.0111504GB
dbus 0.007267GB
daemon 0.00615692GB
avahi 0.00538635GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

