--- 2026-06-05_01-00-01 ---
libstor+ 9.15527e-05GB
jkim234 4.6382GB
root 0.749252GB
gdm 0.153122GB
kbae2 0.0541306GB
sfang6 0.0388603GB
iansari2 0.0362549GB
polkitd 0.0306702GB
pcp 0.0186005GB
dbus 0.00510025GB
chrony 0.00246429GB
avahi 0.00208282GB
daemon 0.00103378GB
rtkit 0.000865936GB
rpc 0.000350952GB
colord 0.000209808GB
dnsmasq 0.000110626GB

