--- 2025-11-15_15-00-01 ---
iansari2 5.4315GB
jhwang24 5.03922GB
root 0.712341GB
gdm 0.135601GB
pcp 0.0521889GB
kbae2 0.0350838GB
polkitd 0.024868GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

