--- 2026-01-21_16-00-02 ---
jkim234 2.06851GB
root 1.13173GB
gdm 0.608723GB
pcp 0.063591GB
polkitd 0.0377502GB
kbae2 0.0347595GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

