--- 2026-02-05_02-00-02 ---
sfang6 30.4397GB
root 0.636303GB
gdm 0.26305GB
kbae2 0.0348587GB
pcp 0.0293045GB
polkitd 0.0179901GB
dbus 0.00632477GB
colord 0.00494766GB
chrony 0.00449753GB
daemon 0.00435638GB
avahi 0.00423431GB
rpc 0.0038414GB
rtkit 0.00321198GB
dnsmasq 0.00199509GB
libstor+ 0.0017395GB

