--- 2025-12-04_05-00-02 ---
sfang6 27.187GB
root 0.993427GB
gdm 0.559662GB
pcp 0.0405121GB
polkitd 0.0391693GB
kbae2 0.0352859GB
skanumu2 0.0298004GB
colord 0.0105247GB
dbus 0.00709534GB
daemon 0.00604248GB
avahi 0.00505066GB
rpc 0.00458145GB
chrony 0.0042305GB
rtkit 0.00315475GB
dnsmasq 0.00257874GB
libstor+ 0.00188446GB

