--- 2025-11-12_18-00-02 ---
jkim234 4.77583GB
sfang6 4.64309GB
iansari2 4.51041GB
root 0.56971GB
gdm 0.141476GB
pcp 0.0614929GB
kbae2 0.0349159GB
polkitd 0.0264778GB
jhwang24 0.011528GB
dbus 0.00390244GB
colord 0.0018959GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

