--- 2026-07-18_10-00-01 ---
kbae2 32.9116GB
jhwang24 5.92445GB
rtkit 2.67029e-05GB
sfang6 1.88905GB
libstor+ 1.14441e-05GB
root 0.412235GB
gdm 0.265701GB
jkim234 0.171558GB
pcp 0.0500412GB
polkitd 0.00839615GB
iansari2 0.00556183GB
dbus 0.00376892GB
colord 0.00315094GB
chrony 0.00112534GB
avahi 0.000793457GB
daemon 0.000293732GB
rpc 0GB
dnsmasq 0GB

