--- 2025-11-12_17-00-02 ---
jkim234 4.75554GB
iansari2 4.5252GB
kbae2 3.09929GB
root 0.56321GB
gdm 0.141487GB
pcp 0.0592041GB
sfang6 0.0490456GB
polkitd 0.0264778GB
jhwang24 0.011528GB
dbus 0.00390244GB
colord 0.0018959GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

