--- 2026-04-21_22-00-02 ---
sfang6 32.9107GB
jkim234 4.11245GB
root 1.03205GB
gdm 0.432041GB
pcp 0.0719948GB
polkitd 0.0410194GB
kbae2 0.0366249GB
colord 0.0111847GB
dbus 0.00740814GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

