--- 2026-08-17_18-00-02 ---
kbae2 53.2525GB
jkim234 8.85378GB
libstor+ 1.14441e-05GB
iansari2 0.985416GB
root 0.490429GB
gdm 0.144821GB
pcp 0.059185GB
sfang6 0.0114861GB
polkitd 0.0105438GB
jhwang24 0.00428391GB
dbus 0.00315094GB
chrony 0.00206757GB
avahi 0.00106049GB
colord 0.000679016GB
rtkit 0.000549316GB
daemon 0.000209808GB
dnsmasq 0.000167847GB
rpc 0GB

