--- 2026-07-13_11-00-01 ---
kbae2 12.3341GB
libstor+ 9.15527e-05GB
jkim234 0.597103GB
root 0.585701GB
gdm 0.140068GB
pcp 0.0409622GB
sfang6 0.0275612GB
iansari2 0.0106506GB
polkitd 0.010479GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

