--- 2025-11-13_12-00-01 ---
jkim234 12.3459GB
iansari2 4.1092GB
root 0.5686GB
gdm 0.139545GB
pcp 0.0474968GB
kbae2 0.0351677GB
polkitd 0.027874GB
jhwang24 0.0114517GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

