--- 2026-09-02_20-00-02 ---
libstor+ 7.62939e-06GB
kbae2 4.80182GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
jkim234 2.25758GB
jhwang24 0.62991GB
root 0.628036GB
gdm 0.139351GB
pcp 0.0632248GB
polkitd 0.0306091GB
iansari2 0.0232162GB
tgu4 0.0152626GB
sfang6 0.0130615GB
dbus 0.00393677GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

