--- 2026-08-14_23-00-02 ---
kbae2 50.124GB
jkim234 1.22507GB
libstor+ 1.14441e-05GB
root 0.576962GB
gdm 0.151543GB
pcp 0.0693016GB
sfang6 0.0144691GB
iansari2 0.0128021GB
polkitd 0.0111313GB
jhwang24 0.00756073GB
chrony 0.00323105GB
dbus 0.00313568GB
avahi 0.00106049GB
colord 0.000682831GB
rtkit 0.000553131GB
dnsmasq 0.000244141GB
daemon 0.000209808GB
rpc 0GB

