--- 2026-07-09_12-00-02 ---
libstor+ 9.15527e-05GB
kbae2 8.82598GB
jkim234 1.7902GB
sfang6 0.845562GB
root 0.546829GB
gdm 0.121365GB
pcp 0.0452805GB
polkitd 0.0102348GB
iansari2 0.00993347GB
dbus 0.00359726GB
chrony 0.00152588GB
avahi 0.00135803GB
daemon 0.000839233GB
rpc 0.000335693GB
rtkit 0.000198364GB
colord 0.000198364GB
dnsmasq 0.000106812GB

