--- 2025-10-27_12-00-03 ---
sfang6 6.16589GB
libstor+ 4.95911e-05GB
jkim234 4.48182GB
dnsmasq 1.52588e-05GB
root 0.423557GB
gdm 0.114315GB
pcp 0.0378761GB
kbae2 0.0342751GB
polkitd 0.0258331GB
gsgatlin 0.00419235GB
dbus 0.00312805GB
avahi 0.000404358GB
daemon 0.00037384GB
chrony 0.000228882GB
rtkit 0.000152588GB
rpc 0.000102997GB
colord 0GB

