--- 2026-01-17_07-00-02 ---
jkim234 3.10684GB
root 1.08556GB
gdm 0.689877GB
pcp 0.0465851GB
polkitd 0.0411377GB
kbae2 0.0351562GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

