--- 2025-10-29_01-00-01 ---
jhwang24 82.7272GB
libstor+ 4.95911e-05GB
iansari2 4.67659GB
dnsmasq 1.52588e-05GB
root 0.623066GB
gdm 0.100666GB
sfang6 0.0344315GB
kbae2 0.0341797GB
polkitd 0.0251656GB
pcp 0.0213242GB
dbus 0.00300217GB
chrony 0.00211716GB
avahi 0.0010643GB
daemon 0.000297546GB
rtkit 0.000152588GB
rpc 0.000102997GB
colord 0GB

