--- 2026-07-17_19-00-01 ---
sfang6 8.59661GB
jhwang24 6.18486GB
libstor+ 1.14441e-05GB
kbae2 0.879005GB
gdm 0.687763GB
root 0.450626GB
jkim234 0.186447GB
pcp 0.0625076GB
polkitd 0.0149918GB
iansari2 0.0148697GB
colord 0.00716019GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

