--- 2026-03-18_23-00-02 ---
sfang6 15.5013GB
root 0.785381GB
gdm 0.551235GB
pcp 0.0529366GB
kbae2 0.0350685GB
polkitd 0.027401GB
colord 0.012104GB
dbus 0.00736618GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00256729GB
libstor+ 0.00179672GB

