--- 2026-02-14_00-00-02 ---
kbae2 37.5398GB
sfang6 10.8727GB
root 0.950966GB
gdm 0.245907GB
pcp 0.0714951GB
polkitd 0.0211678GB
dbus 0.00605011GB
colord 0.00441742GB
avahi 0.00417709GB
chrony 0.00416183GB
daemon 0.00413132GB
rpc 0.00370407GB
rtkit 0.00314713GB
dnsmasq 0.00192642GB
libstor+ 0.00171661GB

