--- 2026-07-20_13-00-02 ---
kbae2 19.1429GB
jhwang24 7.21861GB
sfang6 6.40147GB
dnsmasq 1.90735e-05GB
libstor+ 1.14441e-05GB
root 0.431015GB
gdm 0.205357GB
pcp 0.069603GB
polkitd 0.0116806GB
iansari2 0.00914764GB
jkim234 0.00531769GB
dbus 0.00402069GB
colord 0.0027504GB
rtkit 0.000598907GB
chrony 0.000488281GB
avahi 0.000461578GB
daemon 0.000305176GB
rpc 0GB

