--- 2025-11-09_00-00-03 ---
sfang6 10.0078GB
jkim234 6.46496GB
iansari2 2.71712GB
jhwang24 1.87654GB
root 1.05616GB
gdm 0.420151GB
pcp 0.0837402GB
kbae2 0.0348511GB
polkitd 0.0272484GB
colord 0.00989151GB
dbus 0.00642776GB
daemon 0.00576782GB
rpc 0.00522232GB
avahi 0.0038147GB
chrony 0.00379562GB
rtkit 0.00338364GB
dnsmasq 0.00221252GB
libstor+ 0.00186539GB

