--- 2025-11-12_20-00-02 ---
sfang6 7.53848GB
jkim234 4.93445GB
iansari2 4.2905GB
root 0.550083GB
gdm 0.141251GB
pcp 0.0649185GB
kbae2 0.0348206GB
polkitd 0.0266304GB
jhwang24 0.011528GB
dbus 0.00390244GB
colord 0.0018959GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

