--- 2025-10-09_16-00-01 ---
jkim234 35.5263GB
sfang6 9.91962GB
kbae2 0.77GB
root 0.641972GB
gdm 0.182667GB
pcp 0.0568123GB
polkitd 0.0185852GB
dbus 0.00482178GB
avahi 0.00373077GB
chrony 0.00272369GB
daemon 0.00256348GB
rtkit 0.00235748GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

