--- 2026-01-15_16-00-03 ---
jkim234 2.18268GB
root 1.1101GB
gdm 0.689659GB
pcp 0.0635567GB
asaito2 0.0495682GB
sfang6 0.0414124GB
polkitd 0.039093GB
kbae2 0.0352859GB
colord 0.014801GB
dbus 0.00734711GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

