--- 2026-09-04_20-00-01 ---
libstor+ 7.62939e-06GB
jkim234 5.52683GB
dnsmasq 4.57764e-05GB
kbae2 4.46914GB
colord 3.8147e-06GB
root 0.673756GB
jhwang24 0.627571GB
gdm 0.139389GB
pcp 0.0655327GB
polkitd 0.0308571GB
iansari2 0.0217972GB
tgu4 0.0148773GB
sfang6 0.0109901GB
dbus 0.00430679GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

