--- 2025-10-08_11-00-02 ---
kbae2 0.989105GB
root 0.584816GB
gdm 0.179417GB
pcp 0.0485268GB
sfang6 0.0254021GB
polkitd 0.0190544GB
dbus 0.00482178GB
avahi 0.00370026GB
chrony 0.00273514GB
daemon 0.00256729GB
rtkit 0.00236511GB
rpc 0.00217438GB
dnsmasq 0.00174332GB
libstor+ 0.00166321GB
colord 0.00154114GB

