--- 2025-11-08_23-00-03 ---
sfang6 10.0078GB
jkim234 6.46498GB
iansari2 2.71653GB
jhwang24 1.89583GB
root 0.897213GB
gdm 0.420147GB
pcp 0.0830154GB
kbae2 0.0348244GB
polkitd 0.0271454GB
colord 0.00989151GB
dbus 0.00642776GB
daemon 0.00576782GB
rpc 0.00522232GB
avahi 0.0038147GB
chrony 0.00379562GB
rtkit 0.00338364GB
dnsmasq 0.00221252GB
libstor+ 0.00186539GB

