--- 2026-02-13_02-00-01 ---
sfang6 10.8247GB
root 0.807865GB
gdm 0.246895GB
kbae2 0.0814323GB
pcp 0.0296059GB
polkitd 0.0217781GB
dbus 0.00611877GB
colord 0.00444794GB
chrony 0.00425339GB
avahi 0.00420761GB
daemon 0.00418854GB
rpc 0.00374222GB
rtkit 0.00317764GB
dnsmasq 0.00193024GB
libstor+ 0.00171661GB

